Date,Open,High,Low,Close,Adj Close,Volume
2026-04-04,0.999934,1.000004,0.999572,0.99975,0.99975,4282322176
2026-04-03,0.999894,1.000221,0.999378,0.99992,0.99992,5591343047
2026-04-02,0.999878,1.000297,0.999428,0.999919,0.999919,10841918199
2026-04-01,0.999664,1.000423,0.998799,0.999888,0.999888,12419162767
2026-03-31,0.999701,1.000165,0.999136,0.999674,0.999674,11937610059
2026-03-30,0.999989,1.000646,0.999303,0.999692,0.999692,10412150498
2026-03-29,0.999725,1.000532,0.999308,0.999988,0.999988,4928797586
2026-03-28,1.000004,1.000389,0.999457,0.999725,0.999725,4638803608
2026-03-27,0.999847,1.000415,0.999348,0.999944,0.999944,11188014890
2026-03-26,0.999854,1.000479,0.999313,1.000085,1.000085,10473912782
2026-03-25,1.000038,1.000975,0.998366,0.999851,0.999851,9891950862
2026-03-24,1.000106,1.000519,0.999381,1.000006,1.000006,11503850354
2026-03-23,0.999952,1.00069,0.999296,1.000119,1.000119,14336587930
2026-03-22,1.000076,1.0004,0.999667,0.999981,0.999981,6818172709
2026-03-21,1.000169,1.00044,0.999695,1.000046,1.000046,3405676718
2026-03-20,1.000041,1.000556,0.999491,1.000166,1.000166,9342605246
2026-03-19,0.999878,1.000352,0.999565,1.000032,1.000032,11187065049
2026-03-18,1.000044,1.000275,0.999205,0.999869,0.999869,11966644417
2026-03-17,0.999921,1.000275,0.999365,0.999849,0.999849,12867619868
2026-03-16,0.999938,1.000314,0.999317,0.999949,0.999949,14804841553
2026-03-15,0.999868,1.000298,0.999504,0.999894,0.999894,6265594912
2026-03-14,0.999984,1.000262,0.999486,0.999886,0.999886,4065360178
2026-03-13,0.999932,1.000257,0.999294,0.99997,0.99997,14721594386
2026-03-12,1.000223,1.000514,0.999599,0.999891,0.999891,11953196742
2026-03-11,1.000016,1.00049,0.999453,1.000177,1.000177,11636889674
2026-03-10,1.000021,1.000712,0.999579,1.000018,1.000018,13824248725
2026-03-09,0.999996,1.00053,0.999664,1.000014,1.000014,13223417727
2026-03-08,0.999899,1.000239,0.999653,0.999996,0.999996,6832441892
2026-03-07,0.999974,1.000303,0.999726,0.999901,0.999901,4419353154
2026-03-06,1.000123,1.000469,0.999434,0.999944,0.999944,11307141777
2026-03-05,0.999976,1.000281,0.99956,0.999801,0.999801,14528005431
2026-03-04,1.000035,1.00042,0.99932,0.99992,0.99992,18377891146
2026-03-03,1.000032,1.000775,0.999471,1.000058,1.000058,15265585898
2026-03-02,1.00008,1.000769,0.999324,0.99986,0.99986,17801430255
2026-03-01,1.000132,1.001021,0.999147,1.000066,1.000066,10083917557
2026-02-28,0.999955,1.000936,0.999352,0.999998,0.999998,10363212514
2026-02-27,0.999969,1.001066,0.999058,0.999968,0.999968,11120526796
2026-02-26,1.000025,1.001274,0.999338,0.999968,0.999968,12083454924
2026-02-25,1.000089,1.001097,0.999245,0.999966,0.999966,15059931701
2026-02-24,1.00006,1.001206,0.999051,1.000152,1.000152,12144212446
2026-02-23,0.999981,1.001265,0.999193,1.00007,1.00007,14798044452
2026-02-22,0.999983,1.000848,0.999571,0.99986,0.99986,4431887542
2026-02-21,1.000011,1.000706,0.999478,1.000035,1.000035,4827433275
2026-02-20,1.00006,1.001145,0.999318,1.000079,1.000079,11788526341
2026-02-19,0.999869,1.001138,0.999212,1.000069,1.000069,9250349586
2026-02-18,0.999926,1.001005,0.999219,0.99986,0.99986,9829768586
2026-02-17,0.999997,1.001149,0.999142,0.999924,0.999924,10245499826
2026-02-16,1.000065,1.001131,0.999268,1.000021,1.000021,9065005222
2026-02-15,0.999996,1.000935,0.999286,1.000075,1.000075,10019369963
2026-02-14,0.999919,1.000717,0.999487,1.000021,1.000021,6375258457
2026-02-13,0.999849,1.001202,0.998848,0.999987,0.999987,12542607291
2026-02-12,0.999944,1.001115,0.998847,0.999868,0.999868,14506072884
2026-02-11,0.999984,1.001209,0.999056,0.999903,0.999903,15768940394
2026-02-10,1.000072,1.001012,0.999207,1.000105,1.000105,13685201330
2026-02-09,0.999867,1.001031,0.999023,0.999869,0.999869,15071991457
2026-02-08,0.999894,1.001175,0.998876,0.999802,0.999802,8718107351
2026-02-07,0.999917,1.001124,0.9991,0.999877,0.999877,16284486885
2026-02-06,0.999861,1.00266,0.998403,0.999933,0.999933,32575476835
2026-02-05,0.999914,1.002644,0.997947,0.99992,0.99992,34958544782
2026-02-04,0.999748,1.001402,0.998239,0.999903,0.999903,20367841495
2026-02-03,0.999744,1.001356,0.998346,0.999871,0.999871,20183840783
2026-02-02,0.999745,1.001802,0.998359,0.999684,0.999684,22215014775
2026-02-01,0.999744,1.001104,0.999038,0.999839,0.999839,14013556076
2026-01-31,0.999757,1.002978,0.998286,0.999766,0.999766,18685671511
2026-01-30,0.99971,1.002061,0.99866,0.999765,0.999765,18739743826
2026-01-29,0.999887,1.000884,0.999,0.999781,0.999781,15643667862
2026-01-28,0.999646,1.001111,0.999155,0.999962,0.999962,12492899527
2026-01-27,0.999643,1.000833,0.999045,0.999642,0.999642,22859750685
2026-01-26,0.999805,1.000956,0.999082,0.999503,0.999503,13675333559
2026-01-25,0.999658,1.001027,0.999144,0.999807,0.999807,9082099595
2026-01-24,0.999673,1.000482,0.999274,0.999719,0.999719,6062036354
2026-01-23,0.9997,1.00087,0.998944,0.99965,0.99965,14318125707
2026-01-22,0.999778,1.000742,0.999116,0.999694,0.999694,14270056572
2026-01-21,0.999641,1.000932,0.999096,0.999742,0.999742,18649514637
2026-01-20,0.999848,1.001569,0.998922,0.999577,0.999577,19857549532
2026-01-19,0.999834,1.0005,0.999213,0.999848,0.999848,14825372333
2026-01-18,0.999763,1.000307,0.999488,0.999919,0.999919,7376111724
2026-01-17,0.999752,0.999993,0.999426,0.99974,0.99974,7082818101
2026-01-16,0.999807,1.000117,0.998845,0.999752,0.999752,11164343412
2026-01-15,0.999789,1.000136,0.998678,0.999774,0.999774,13830715438
2026-01-14,0.999599,1.000171,0.998965,0.999742,0.999742,20336275079
2026-01-13,0.999828,1.000482,0.998717,0.999578,0.999578,18189977539
2026-01-12,0.999811,1.000669,0.999306,1.000025,1.000025,12600071660
2026-01-11,0.999718,1.000589,0.999251,0.999831,0.999831,4769494718
2026-01-10,0.999729,1.000273,0.999323,0.999714,0.999714,3739660466
2026-01-09,0.999893,1.000832,0.998926,0.999737,0.999737,10519608578
2026-01-08,0.999806,1.000748,0.999376,0.999839,0.999839,12816758107
2026-01-07,0.999648,1.001235,0.999002,0.999794,0.999794,11845994427
2026-01-06,0.9997,1.00032,0.998727,0.999649,0.999649,14275543491
2026-01-05,0.999952,1.000344,0.998951,0.999717,0.999717,14525256172
2026-01-04,0.999929,1.000124,0.999239,0.999874,0.999874,6308365381
2026-01-03,0.999998,1.000304,0.999523,0.999932,0.999932,5428085609
2026-01-02,0.999758,1.00092,0.998928,0.999979,0.999979,13144887912
2026-01-01,0.999575,1.000327,0.999145,0.999758,0.999758,5108664262
2025-12-31,0.999701,1.000857,0.9992,0.999635,0.999635,9361127722
2025-12-30,0.999662,1.000688,0.999011,0.999704,0.999704,10022484460
2025-12-29,0.999755,1.000846,0.99916,0.999655,0.999655,12690592251
2025-12-28,0.999637,1.000644,0.999256,0.999757,0.999757,4225982198
2025-12-27,0.999667,1.000649,0.999314,0.999666,0.999666,3815119033
2025-12-26,0.999783,1.000692,0.999184,0.999667,0.999667,9069358312
2025-12-25,0.999688,1.000676,0.999208,0.999777,0.999777,5797792338
2025-12-24,0.999749,1.000673,0.999292,0.999707,0.999707,8031421173
2025-12-23,0.999773,1.001107,0.99914,0.999755,0.999755,19068730215
2025-12-22,0.999814,1.000864,0.999296,0.999773,0.999773,11804145521
2025-12-21,0.999918,1.001263,0.999298,0.999819,0.999819,5054508968
2025-12-20,0.999846,1.000725,0.999385,0.999906,0.999906,3933444751
2025-12-19,0.999903,1.001483,0.999184,0.999865,0.999865,12735656404
2025-12-18,0.999904,1.00147,0.998982,0.999891,0.999891,13313661791
